companyID,directorID
303,541
304,542
304,543
305,544
305,545
306,546
306,547
307,548
307,549
308,550
308,551
309,552
309,553
310,554
310,555
310,556
310,557
310,558
310,559
311,560
311,561
311,562
311,563
312,564
312,565
313,566
314,567
314,568
315,569
316,570
317,571
317,572
317,573
317,574
317,575
318,576
318,577
319,578
319,579
320,580
320,581
321,582
321,583
322,584
322,585
322,586
323,587
323,588
324,589
324,590
324,591
325,592
326,593
326,594
327,595
328,596
328,597
329,598
330,599
330,600
331,601
332,602
332,603
333,604
333,605
333,606
333,607
333,608
333,609
333,610
333,611
334,612
335,613
336,614
337,615
337,616
338,617
339,618
339,619
340,620
340,621
341,622
341,623
342,624
342,625
343,626
343,627
343,628
344,629
345,630
345,631
345,632
346,633
346,634
346,635
347,636
347,637
348,638
348,639
348,640
348,641
349,642
350,643
350,644
351,645
351,646
352,647
352,648
352,649
352,650
352,651
353,652
354,653
354,654
355,655
355,656
356,657
356,658
357,659
357,660
357,661
357,662
357,663
357,664
358,665
359,666
359,667
359,668
359,669
360,670
360,671
360,672
361,673
362,509
362,511
363,674
364,675
365,676
365,677
365,678
366,679
367,680
368,681
369,682
369,683
370,684
370,685
370,686
370,687
370,688
370,689
371,690
371,691
371,692
371,693
372,694
372,695
372,696
373,697
373,698
374,699
375,700
375,701
375,702
376,703
377,704
378,579
378,705
378,706
378,707
378,708
378,709
378,710
379,711
380,712
380,713
381,714
382,715
383,716
384,717
384,718
384,719
384,720
384,721
384,722
385,723
385,724
386,725
387,726
387,727
388,728
388,729
389,730
389,731
390,732
391,733
391,734
391,735
391,736
392,737
393,738
393,739
394,740
395,741
396,742
397,743
398,614
399,744
399,745
400,746
401,747
402,748
403,749
403,750
404,751
404,752
405,753
406,754
407,755
408,756
408,757
409,758
409,759
409,760
409,761
410,762
410,763
410,764
411,765
412,766
413,767
413,768
413,769
414,770
415,771
416,772
416,773
416,774
417,775
417,776
417,777
417,778
418,779
419,780
420,781
421,782
422,783
422,784
422,785
423,786
424,787
424,788
425,789
425,790
426,791
427,792
428,793
428,794
429,795
429,796
430,797
430,798
431,799
431,800
432,801
433,802
433,803
433,804
434,805
435,806
436,807
436,808
436,809
437,810
438,811
439,812
440,813
441,814
442,815
442,816
442,817
442,818
443,819
443,820
444,821
445,822
446,823
447,824
447,825
448,826
449,827
449,828
450,829
450,830
451,831
451,832
452,833
453,834
453,835
454,836
455,837
456,838
457,839
457,840
458,841
458,842
459,843
459,844
459,845
459,846
459,847
460,848
460,849
461,850
462,851
463,852
464,853
465,854
465,855
466,856
467,857
467,858
468,859
468,860
468,861
468,862
468,863
468,864
468,865
469,866
470,867
471,868
472,869
472,870
473,871
474,872
474,873
475,874
475,875
476,876
476,877
477,197
477,878
477,879
477,880
477,881
477,882
477,883
478,884
479,885
480,886
481,396
481,887
482,888
482,889
483,890
484,891
484,892
485,893
486,894
487,895
488,896
489,897
489,898
490,899
491,899
492,900
492,901
492,902
493,903
493,904
494,905
494,906
495,907
496,908
496,909
497,910
497,911
497,912
497,913
497,914
498,915
498,916
498,917
499,918
500,919
501,920
501,921
502,922
502,923
503,924
504,925
504,926
505,927
506,928
507,929
508,930
508,931
509,932
509,933
510,934
510,935
510,936
511,937
512,938
512,939
513,940
514,941
514,942
515,943
516,944
516,945
516,946
517,947
517,948
517,949
518,950
519,951
519,952
520,953
521,954
521,955
521,956
522,957
522,958
523,959
524,960
525,961
525,962
525,963
526,964
526,965
527,966
527,967
527,968
528,969
529,970
530,971
530,972
531,973
532,974
532,975
533,976
534,977
534,978
535,979
536,980
537,981
537,982
537,983
537,984
538,985
539,986
540,987
540,988
540,989
541,990
541,991
542,294
542,992
542,993
543,994
544,443
544,995
545,996
545,997
546,998
546,999
546,1000
547,1001
548,1002
549,1003
550,1004
550,1005
550,1006
551,1007
551,1008
552,1009
552,1010
552,1011
553,1012
554,1013
555,1014
556,1015
557,1016
558,1017
559,365
559,1018
560,1019
561,1020
562,1021
562,1022
563,1023
563,1024
563,1025
564,1026
565,1027
565,1028
565,1029
565,1030
565,1031
565,1032
566,1033
567,1034
568,1035
568,1036
569,1037
570,1038
571,1039
572,1040
572,1041
573,1042
573,1043
574,1044
575,1045
575,1046
576,1047
576,1048
577,1049
578,829
578,1050
578,1051
579,1052
580,1053
581,1054
582,1055
583,1056
583,1057
584,1058
584,1059
585,1060
586,1061
587,1062
588,1063
588,1064
588,1065
589,1066
590,1067
591,1068
591,1069
592,1070
592,1071
593,1072
593,1073
594,1074
595,1075
596,1076
596,1077
597,1078
598,1079
599,1080
600,1081
600,1082
601,1078
602,1083
602,1084
603,1085
603,1086
604,1087
604,1088
605,1089
606,1090
607,1091
608,1092
609,1093
609,1094
609,1095
610,1096
610,1097
611,1098
612,1099
613,1100
614,1101
615,1102
615,1103
615,1104
616,1105
617,1106
617,1107
617,1108
618,1109
619,1110
619,1111
619,1112
620,1113
620,1114
621,1115
621,1116
621,1117
621,1118
622,1119
622,1120
622,1121
623,1122
624,1123
625,1124
626,1125
626,1126
626,1127
627,1128
627,1129
628,1130
628,1131
629,1132
629,1133
630,1134
631,1135
631,1136
632,1137
632,1138
633,1139
634,1140
634,1141
635,1142
635,1143
636,1144
636,1145
637,1146
637,1147
637,1148
638,1122
639,1149
639,1150
640,1151
641,1152
642,1153
642,1154
643,304
643,1155
643,1156
643,1157
643,1158
643,1159
644,1160
645,1161
646,1162
646,1163
647,1164
648,1165
648,1166
648,1167
649,1168
650,1169
650,1170
650,1171
651,1172
652,1173
652,1174
653,1175
654,1176
654,1177
655,1178
655,1179
656,1180
657,1181
657,1182
658,1183
659,1184
659,1185
660,1186
661,1187
662,1188
663,1189
663,1190
664,1191
664,1192
664,1193
665,1194
665,1195
665,1196
665,1197
666,1198
666,1199
666,1200
667,1201
668,1202
668,1203
669,1204
669,1205
670,1206
671,1207
671,1208
671,1209
672,1210
673,1211
673,1212
673,1213
673,1214
674,1215
674,1216
674,1217
674,1218
674,1219
674,1220
674,1221
674,1222
674,1223
675,1224
675,1225
675,1226
675,1227
675,1228
676,1229
677,1230
678,1231
679,1232
680,1233
681,1234
682,1235
683,1236
684,1237
684,1238
685,1239
686,1240
686,1241
687,1242
687,1243
688,1244
688,1245
688,1246
688,1247
689,1248
689,1249
689,1250
689,1251
689,1252
689,1253
689,1254
690,1255
690,1256
691,1257
691,1258
692,21
692,1259
692,1260
692,1261
692,1262
692,1263
692,1264
692,1265
692,1266
692,1267
692,1268
692,1269
692,1270
692,1271
692,1272
692,1273
693,1274
693,1275
694,1276
695,1277
695,1278
696,1279
697,1280
697,1281
698,1282
698,1283
699,1284
700,1285
701,1286
702,1287
703,1288
703,1289
704,1290
704,1291
705,1292
705,1293
705,1294
705,1295
706,1296
706,1297
707,1298
708,1299
709,1300
709,1301
710,1302
710,1303
711,1304
712,1305
713,1306
714,1307
715,1308
716,1309
716,1310
717,1311
717,1312
718,1313
719,1314
719,1315
720,1316
720,1317
720,1318
721,1319
721,1320
721,1321
721,1322
721,1323
722,1324
723,1325
724,1326
724,1327
724,1328
724,1329
725,1330
725,1331
725,1332
726,1333
727,1334
727,1335
727,1336
728,1337
728,1338
729,1339
729,1340
730,1341
731,1342
732,1343
733,1344
734,1345
734,1346
735,1347
735,1348
736,1349
737,1350
738,1351
738,1352
739,1353
740,1354
740,1355
740,1356
740,1357
740,1358
740,1359
741,1360
742,1361
742,1362
743,209
743,1363
744,1364
745,1365
746,1366
747,1367
748,1368
748,1369
748,1370
749,1371
750,1372
751,1373
752,1374
753,1375
753,1376
753,1377
753,1378
754,1002
754,1379
754,1380
754,1381
754,1382
754,1383
754,1384
754,1385
754,1386
755,1387
756,1388
757,1389
758,1390
759,1391
760,1392
761,1393
761,1394
762,1395
762,1396
763,1397
764,1398
764,1399
765,1400
766,1401
766,1402
766,1403
767,1404
768,1405
768,1406
768,1407
769,1408
770,1409
771,1410
772,1411
773,1412
774,1413
774,1414
775,1415
776,1416
776,1417
777,1418
777,1419
778,1420
779,1421
780,1422
780,1423
781,1424
782,1425
782,1426
782,1427
783,1428
784,1429
785,1430
786,1431
787,1432
787,1433
787,1434
788,1435
789,1436
790,1437
791,1438
792,1439
793,1440
793,1441
794,1442
795,1443
796,1444
797,1445
797,1446
797,1447
798,1448
799,1110
800,1449
800,1450
801,1451
802,1452
803,1453
804,1454
805,1455
806,1456
807,1457
808,1458
809,1459
810,1460
811,1461
812,1462
812,1463
813,1464
814,1465
814,1466
815,1467
815,1468
816,1469
816,1470
817,1471
818,1472
819,1473
820,1474
820,1475
821,564
822,1476
823,1477
824,1478
824,1479
824,1480
824,1481
824,1482
824,1483
825,1484
826,1485
827,1486
828,1487
829,822
829,1488
830,1489
830,1490
831,1491
831,1492
831,1493
831,1494
831,1495
832,1496
833,1497
833,1498
834,1499
835,1500
836,1501
836,1502
837,1503
837,1504
837,1505
837,1506
837,1507
837,1508
837,1509
837,1510
837,1511
837,1512
838,1513
839,1514
839,1515
840,1516
841,1517
842,1518
843,1519
844,1520
845,1521
845,1522
845,1523
846,1524
846,1525
846,1526
846,1527
846,1528
846,1529
847,1530
848,1531
848,1532
849,1533
850,1534
851,1535
852,1536
853,1537
854,812
854,1538
855,1539
855,1540
855,1541
856,1542
857,1543
857,1544
858,1545
859,1546
860,1547
860,1548
860,1549
861,1550
861,1551
862,1552
863,1553
864,1554
865,1555
865,1556
866,1557
866,1558
867,1559
867,1560
867,1561
868,1562
869,21
869,1563
870,1252
870,1564
870,1565
870,1566
870,1567
870,1568
871,1078
872,1176
873,1569
873,1570
874,35
875,1571
875,1572
875,1573
876,1574
877,1575
877,1576
877,1577
878,1578
878,1579
879,1580
879,1581
880,1582
880,1583
880,1584
881,1585
881,1586
882,1587
882,1588
882,1589
882,1590
883,1591
883,1592
884,1593
884,1594
885,1595
886,1596
887,1597
888,1598
888,1599
889,1600
889,1601
890,1602
890,1603
891,1604
891,1605
892,1606
892,1607
893,1608
893,1609
894,1610
894,1611
895,1612
895,1613
896,1614
896,1615
897,1616
898,1617
898,1618
898,1619
898,1620
899,1621
900,1622
900,1623
901,1624
901,1625
902,1626
903,1627
904,1628
904,1629
904,1630
905,1631
906,1632
907,1633
907,1634
907,1635
908,1636
908,1637
909,1638
909,1639
910,1640
911,1641
911,1642
912,1250
912,1643
913,1644
913,1645
914,1646
914,1647
915,1648
915,1649
916,1650
917,1651
917,1652
918,1653
919,1654
919,1655
920,1656
921,1657
921,1658
922,1659
923,1660
923,1661
923,1662
924,1663
924,1664
925,1665
926,1666
926,1667
927,1668
928,1669
928,1670
928,1671
929,1672
930,674
930,1277
930,1279
930,1673
930,1674
930,1675
930,1676
930,1677
931,1155
931,1678
931,1679
932,1680
933,1681
933,1682
933,1683
934,1684
935,1685
936,1686
937,1687
938,1688
939,1689
939,1690
940,1691
940,1692
940,1693
941,1694
941,1695
942,1696
942,1697
943,1698
944,1699
944,1700
945,1701
945,1702
946,781
947,1703
947,1704
948,1705
948,1706
949,1707
949,1708
949,1709
949,1710
950,1711
951,1712
951,1713
952,1714
952,1715
953,1159
953,1648
953,1716
953,1717
953,1718
953,1719
953,1720
953,1721
953,1722
954,1723
954,1724
954,1725
955,1726
956,1727
957,1728
958,1729
958,1730
959,1731
959,1732
959,1733
959,1734
960,1735
960,1736
961,1737
961,1738
962,1739
963,1740
964,281
965,1741
965,1742
966,1743
966,1744
966,1745
967,1746
967,1747
968,1748
969,1749
970,1750
971,1751
971,1752
972,1753
972,1754
972,1755
972,1756
973,1757
973,1758
974,1759
975,1760
976,1761
977,1762
977,1763
978,1764
978,1765
978,1766
978,1767
979,1768
980,1769
980,1770
981,1771
981,1772
981,1773
982,1774
982,1775
983,1776
983,1777
984,1778
985,1779
985,1780
986,1781
987,1782
987,1783
988,1784
988,1785
988,1786
989,376
989,1787
989,1788
990,1789
990,1790
991,1791
991,1792
991,1793
991,1794
992,1795
993,1796
993,1797
993,1798
994,1799
994,1800
995,1801
996,1802
997,1803
997,1804
998,1805
998,1806
998,1807
999,1808
999,1809
1000,1810
1001,1811
1002,1812
1003,1813
1004,1814
1005,1815
1005,1816
1006,1817
1006,1818
1007,1819
1008,1820
1008,1821
1008,1822
1009,1823
1009,1824
1009,1825
1009,1826
1010,1827
1011,1828
1011,1829
1012,1830
1012,1831
1012,1832
1012,1833
1013,1723
1013,1725
1013,1727
1014,1776
1014,1834
1015,1835
1015,1836
1016,1837
1016,1838
1017,1839
1018,1840
1019,1841
1019,1842
1020,1616
1021,1843
1021,1844
1022,1845
1022,1846
1022,1847
1023,1848
1023,1849
1024,1850
1024,1851
1025,1852
1025,1853
1026,1854
1027,1855
1027,1856
1027,1857
1028,1858
1028,1859
1028,1860
1028,1861
1029,1862
1030,1863
1030,1864
1031,1865
1032,1866
1032,1867
1033,1868
1034,1869
1035,1870
1036,1871
1037,1872
1037,1873
1038,1874
1039,1875
1039,1876
1040,1877
1041,1878
1042,1879
1043,1880
1044,1881
1045,1882
1046,1883
1047,1884
1048,1885
1049,1886
1049,1887
1050,1888
1051,1889
1052,1142
1053,1890
1053,1891
1053,1892
1054,1893
1054,1894
1054,1895
1054,1896
1054,1897
1054,1898
1055,1899
1056,1900
1056,1901
1057,1902
1057,1903
1058,1904
1059,1905
1059,1906
1060,1907
1060,1908
1061,1909
1061,1910
1061,1911
1062,1912
1063,1913
1064,1914
1065,1915
1065,1916
1065,1917
1066,1918
1066,1919
1067,1920
1068,1921
1068,1922
1069,1923
1069,1924
1069,1925
1070,1926
1071,1927
1071,1928
1072,1929
1073,1930
1074,1931
1075,1932
1076,1933
1077,1934
1078,1935
1078,1936
1079,1937
1079,1938
1080,1939
1080,1940
1080,1941
1080,1942
1081,1943
1081,1944
1082,1945
1083,1946
1083,1947
1084,1948
1085,1949
1086,1950
1087,1951
1088,1952
1089,1953
1089,1954
1090,38
1091,1955
1092,26
1093,1956
1093,1957
1094,1958
1095,1959
1096,1960
1097,1961
1098,1962
1099,1963
1099,1964
1099,1965
1100,1966
1101,1967
1102,1968
1102,1969
1103,1970
1104,1971
1105,1972
1105,1973
1106,1974
1107,1975
1107,1976
1108,1977
1109,1978
1110,1979
1111,1980
1111,1981
1111,1982
1111,1983
1112,1984
1112,1985
1113,1578
1113,1580
1114,1986
1114,1987
1115,1988
1116,1989
1117,1990
1117,1991
1118,1992
1118,1993
1118,1994
1118,1995
1118,1996
1118,1997
1119,1998
1120,1999
1121,2000
1122,2001
1122,2002
1122,2003
1123,2004
1123,2005
1124,2006
1124,2007
1125,2008
1125,2009
1125,2010
1126,2011
1126,2012
1127,2013
1128,2014
1128,2015
1129,2016
1129,2017
1130,2018
1131,2019
1131,2020
1131,2021
1131,2022
1132,1229
1132,2023
1132,2024
1133,2025
1134,2026
1134,2027
1134,2028
1135,2029
1135,2030
1136,2031
1136,2032
1137,2033
1137,2034
1138,2035
1138,2036
1139,2037
1140,83
1141,2038
1142,2039
1142,2040
1142,2041
1143,2042
1144,2043
1145,2044
1146,2045
1146,2046
1147,2047
1147,2048
1147,2049
1148,2050
1149,2051
1149,2052
1150,2053
1151,2054
1151,2055
1152,2056
1152,2057
1152,2058
1153,2059
1153,2060
1154,2061
1154,2062
1155,1288
1156,2063
1156,2064
1156,2065
1156,2066
1156,2067
1156,2068
1157,2069
1158,2070
1158,2071
1158,2072
1159,2073
1159,2074
1159,2075
1160,1726
1161,2076
1161,2077
1162,2078
1162,2079
1163,2080
1164,2081
1164,2082
1165,2083
1165,2084
1166,2085
1166,2086
1166,2087
1167,2088
1168,2089
1168,2090
1168,2091
1168,2092
1168,2093
1169,2094
1169,2095
1169,2096
1170,2097
1170,2098
1170,2099
1171,2100
1171,2101
1171,2102
1171,2103
1172,2104
1172,2105
1172,2106
1173,2107
1174,1019
1175,2108
1175,2109
1176,2110
1177,2111
1177,2112
1178,2113
1178,2114
1179,2115
1180,1616
1180,2116
1180,2117
1180,2118
1180,2119
1180,2120
1180,2121
1181,2122
1181,2123
1181,2124
1182,2125
1182,2126
1183,2127
1183,2128
1184,2129
1185,2130
1185,2131
1186,2132
1186,2133
1187,2134
1188,2135
1189,2136
1190,2137
1191,2138
1191,2139
1192,2140
1193,2141
1193,2142
1193,2143
1193,2144
1193,2145
1193,2146
1194,2147
1194,2148
1195,2149
1196,2150
1196,2151
1197,2152
1198,2153
1199,2154
1199,2155
1199,2156
1200,2157
1201,2158
1201,2159
1202,2160
1202,2161
1203,642
1203,2162
1204,2163
1205,2164
1205,2165
1205,2166
1206,2167
1207,2168
1207,2169
1207,2170
1207,2171
1207,2172
1207,2173
1208,2174
1208,2175
1209,2176
1210,2177
1210,2178
1210,2179
1211,2180
1211,2181
1212,2182
1212,2183
1212,2184
1212,2185
1213,2186
1214,2187
1214,2188
1215,2189
1215,2190
1215,2191
1215,2192
1215,2193
1216,2194
1216,2195
1217,315
1217,2196
1218,2197
1219,2198
1220,2199
1221,2200
1222,2201
1222,2202
1223,2203
1223,2204
1224,2205
1224,2206
1224,2207
1224,2208
1225,2209
1226,2210
1226,2211
1227,2212
1228,2213
1228,2214
1229,2215
1229,2216
1230,2217
1231,2218
1231,2219
1232,2220
1232,2221
1233,2222
1233,2223
1234,2224
1234,2225
1235,912
1235,2226
1236,2227
1237,2228
1237,2229
1237,2230
1237,2231
1237,2232
1238,2233
1239,498
1239,2234
1239,2235
1240,2236
1241,2237
1241,2238
1241,2239
1242,2240
1243,2241
1244,806
1244,2242
1245,2243
1245,2244
1246,2245
1246,2246
1246,2247
1247,2248
1248,2249
1249,1421
1250,2250
1251,2251
1252,2252
1253,2253
1253,2254
1254,2255
1255,2256
1255,2257
1256,2258
1257,2259
1258,2260
1259,2261
1260,2262
1261,2263
1261,2264
1262,2265
1262,2266
1262,2267
1263,2268
1264,2269
1265,2270
1266,2271
1267,2272
1268,670
1269,2273
1270,2274
1270,2275
1270,2276
1270,2277
1271,2277
1271,2278
1272,2279
1272,2280
1273,2281
1274,2282
1275,2283
1276,2284
1277,2285
1277,2286
1278,2287
1278,2288
1279,2289
1280,2290
1281,2291
1282,508
1282,2292
1283,2293
1283,2294
1284,2295
1285,878
1286,21
1286,569
1286,1307
1286,2212
1286,2296
1286,2297
1286,2298
1286,2299
1287,2300
1288,2301
1288,2302
1289,2303
1290,2304
1290,2305
1291,2306
1292,2307
1293,146
1293,2308
1294,2309
1295,2310
1295,2311
1296,2312
1296,2313
1296,2314
1297,2315
1298,2316
1298,2317
1299,2318
1299,2319
1299,2320
1300,2321
1300,2322
1301,2323
1302,2324
1302,2325
1303,2326
1303,2327
1304,2328
1304,2329
1305,2330
1306,2331
1306,2332
1307,2333
1308,2334
1308,2335
1309,2336
1309,2337
1310,2338
1311,2339
1312,2340
1313,2341
1314,2342
1315,2343
1315,2344
1316,2345
1316,2346
1317,2347
1318,2348
1318,2349
1319,2350
1320,2351
1321,2352
1321,2353
1322,2354
1323,2355
1324,2356
1325,2357
1326,2358
1327,2359
1328,2360
1329,2361
1329,2362
1329,2363
1330,2364
1331,2365
1331,2366
1332,38
1333,2367
1333,2368
1334,2369
1334,2370
1334,2371
1335,2372
1335,2373
1336,2374
1337,2375
1338,2376
1339,2377
1340,2378
1341,2379
1342,2380
1343,2381
1343,2382
1344,2383
1345,2384
1345,2385
1346,2386
1346,2387
1346,2388
1347,2373
1348,2389
1348,2390
1349,2391
1350,2392
1351,2393
1352,2394
1353,2395
1353,2396
1353,2397
1354,2398
1354,2399
1354,2400
1354,2401
1355,2402
1355,2403
1355,2404
1356,2405
1356,2406
1357,2407
1358,2408
1359,2409
1359,2410
1360,1347
1360,2411
1361,2412
1361,2413
1361,2414
1362,2415
1363,2416
1363,2417
1364,2418
1365,2419
1365,2420
1366,2421
1367,2422
1368,2423
1369,2424
1369,2425
1369,2426
1369,2427
1370,2428
1371,2429
1371,2430
1371,2431
1372,1161
1372,1173
1373,2432
1374,2433
1374,2434
1375,2435
1375,2436
1375,2437
1375,2438
1376,2439
1376,2440
1377,2441
1378,2442
1379,64
1380,2443
1380,2444
1380,2445
1381,2446
1382,2447
1382,2448
1383,2449
1383,2450
1383,2451
1383,2452
1383,2453
1383,2454
1383,2455
1383,2456
1384,2457
1384,2458
1385,2459
1385,2460
1386,1484
1386,2461
1387,2462
1388,2463
1388,2464
1388,2465
1389,2466
1390,2467
1390,2468
1391,2469
1391,2470
1391,2471
1391,2472
1392,2473
1393,2474
1393,2475
1394,253
1395,1469
1395,2476
1396,2477
1396,2478
1397,2479
1398,2480
1398,2481
1398,2482
1398,2483
1399,2484
1400,2303
1401,2485
1402,2486
1403,2487
1403,2488
1404,2489
1405,2490
1405,2491
1406,2492
1406,2493
1406,2494
1406,2495
1406,2496
1406,2497
1406,2498
1406,2499
1406,2500
1407,2501
1407,2502
1407,2503
1407,2504
1408,2505
1408,2506
1409,2507
1409,2508
1409,2509
1409,2510
1409,2511
1409,2512
1410,2513
1411,2514
1411,2515
1412,2516
1412,2517
1413,2518
1414,2519
1415,2520
1415,2521
1416,2522
1416,2523
1417,2524
1418,2525
1418,2526
1418,2527
1418,2528
1419,2529
1420,2530
1421,2531
1421,2532
1422,2533
1423,2534
1423,2535
1423,2536
1423,2537
1423,2538
1424,2539
1425,2540
1425,2541
1425,2542
1426,2543
1427,2544
1428,2545
1428,2546
1429,2547
1429,2548
1430,2549
1431,2550
1431,2551
1432,2552
1433,2553
1434,2554
1435,2555
1435,2556
1435,2557
1435,2558
1435,2559
1435,2560
1435,2561
1436,2562
1437,2563
1437,2564
1438,2565
1439,2566
1440,2567
1441,2568
1442,2569
1443,2570
1443,2571
1444,2572
1445,2573
1446,2574
1447,2575
1448,2576
1449,885
1450,1161
1450,2577
1450,2578
1450,2579
1450,2580
1450,2581
1451,2582
1451,2583
1452,2584
1453,2585
1454,2586
1454,2587
1454,2588
1455,2589
1455,2590
1456,2591
1456,2592
1457,2593
1457,2594
1458,2595
1458,2596
1459,2597
1460,2598
1460,2599
1461,2600
1461,2601
1462,2602
1463,2603
1463,2604
1463,2605
1464,2606
1464,2607
1465,2608
1465,2609
1466,2610
1467,2611
1467,2612
1468,785
1469,2613
1470,2614
1471,2615
1472,2616
1473,2617
1474,2618
1474,2619
1474,2620
1475,2621
1475,2622
1475,2623
1475,2624
1476,2625
1477,2626
1478,1825
1478,2627
1478,2628
1478,2629
1478,2630
1479,2631
1479,2632
1480,2633
1481,2634
1482,2635
1482,2636
1483,2637
1484,2638
1485,2639
1485,2640
1486,2641
1486,2642
1486,2643
1486,2644
1486,2645
1486,2646
1486,2647
1487,2648
1488,2649
1489,554
1489,2650
1489,2651
1489,2652
1489,2653
1489,2654
1489,2655
1489,2656
1489,2657
1489,2658
1490,2659
1491,2660
1491,2661
1492,439
1492,1173
1492,2662
1492,2663
1492,2664
1492,2665
1492,2666
1492,2667
1493,2668
1494,579
1494,1250
1494,2669
1494,2670
1494,2671
1494,2672
1494,2673
1495,2674
1495,2675
1496,2676
1497,2677
1497,2678
1498,714
1498,1351
1498,1568
1498,1570
1498,2679
1498,2680
1498,2681
1498,2682
1498,2683
1498,2684
1499,2685
1500,2686
1500,2687
1500,2688
1500,2689
1500,2690
1500,2691
1500,2692
1500,2693
1501,2694
1501,2695
1502,2696
1503,2697
1504,2698
1504,2699
1505,2700
1506,2701
1507,1033
1507,2702
1507,2703
1507,2704
1507,2705
1507,2706
1507,2707
1507,2708
1507,2709
1507,2710
1507,2711
1507,2712
1507,2713
1507,2714
1507,2715
1508,2716
